Date;Venue;Run;Gate;ref_time;athlete_name_ref;athlete_2_time;athlete_name_athlete_2;time_difference;relative_time_difference;Discipline;Race (R) or Training (TR);Gate-Gate Distance (m);Turning Angle [°];Offset [m];Steepness [°];Slope change [°];Vertical Distance [m];Altitude (m);Latitude (°);Longitude (°);Gender
2024-02-04;Chamonix;2;9;0.933;YULE Daniel;1.0;NEF Tanguy;-0.06699999999999995;-7.181136120042867;SL;R;9.37;50.0;4.04;-19.29;;;;;;M
2024-02-04;Chamonix;1;10;0.966;NOEL Clement;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;10.0;58.0;4.59;-17.22;;;;;;M
2024-02-04;Chamonix;2;10;0.866;YULE Daniel;0.933;NEF Tanguy;-0.06700000000000006;-7.736720554272525;SL;R;11.0;43.0;3.52;-16.17;;;;;;M
2024-02-04;Chamonix;1;11;0.966;NOEL Clement;0.966;MEILLARD Loic;0.0;0.0;SL;R;9.62;56.0;4.65;-5.71;;;;;;M
2024-02-04;Chamonix;2;11;0.9;YULE Daniel;0.9;NEF Tanguy;0.0;0.0;SL;R;9.67;47.0;3.71;-22.78;;;;;;M
2024-02-04;Chamonix;1;12;0.866;NOEL Clement;0.833;MEILLARD Loic;0.03300000000000003;3.8106235565819895;SL;R;11.12;48.0;4.11;-22.29;;;;;;M
2024-02-04;Chamonix;2;12;0.8;YULE Daniel;0.9;NEF Tanguy;-0.09999999999999998;-12.499999999999996;SL;R;10.5;51.0;4.1;-17.22;;;;;;M
2024-02-04;Chamonix;1;13;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;10.77;50.0;4.32;-17.74;;;;;;M
2024-02-04;Chamonix;2;13;0.9;YULE Daniel;0.866;NEF Tanguy;0.03400000000000003;3.7777777777777812;SL;R;10.04;42.0;3.42;-21.8;;;;;;M
2024-02-04;Chamonix;1;14;0.4;NOEL Clement;0.433;MEILLARD Loic;-0.032999999999999974;-8.249999999999993;SL;R;10.72;24.0;1.57;-18.26;;;;;;M
2024-02-04;Chamonix;2;14;0.733;YULE Daniel;0.766;NEF Tanguy;-0.03300000000000003;-4.502046384720332;SL;R;10.41;39.0;2.93;-15.11;;;;;;M
2024-02-04;Chamonix;1;15;1.0;NOEL Clement;1.0;MEILLARD Loic;0.0;0.0;SL;R;6.42;25.0;1.62;-19.29;;;;;;M
2024-02-04;Chamonix;2;15;0.8;YULE Daniel;0.766;NEF Tanguy;0.03400000000000003;4.2500000000000036;SL;R;8.3;35.0;2.46;-19.29;;;;;;M
2024-02-04;Chamonix;1;16;0.8;NOEL Clement;0.866;MEILLARD Loic;-0.06599999999999995;-8.249999999999993;SL;R;10.77;43.0;3.52;-20.3;;;;;;M
2024-02-04;Chamonix;2;16;0.866;YULE Daniel;0.833;NEF Tanguy;0.03300000000000003;3.8106235565819895;SL;R;9.08;45.0;3.42;-17.22;;;;;;M
2024-02-04;Chamonix;1;17;1.0;NOEL Clement;1.0;MEILLARD Loic;0.0;0.0;SL;R;10.01;62.0;4.93;-19.29;;;;;;M
2024-02-04;Chamonix;2;17;0.5;YULE Daniel;0.466;NEF Tanguy;0.033999999999999975;6.799999999999995;SL;R;10.1;29.0;1.83;-20.3;;;;;;M
2024-02-04;Chamonix;1;18;0.9;NOEL Clement;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;10.6;40.0;3.37;-20.81;;;;;;M
2024-02-04;Chamonix;2;18;0.933;YULE Daniel;0.933;NEF Tanguy;0.0;0.0;SL;R;6.6;43.0;2.78;-19.8;;;;;;M
2024-02-04;Chamonix;1;19;0.8;NOEL Clement;0.8;MEILLARD Loic;0.0;0.0;SL;R;10.45;41.0;3.46;-20.81;;;;;;M
2024-02-04;Chamonix;2;19;0.833;YULE Daniel;0.866;NEF Tanguy;-0.03300000000000003;-3.9615846338535454;SL;R;10.59;40.0;3.33;-20.3;;;;;;M
2024-02-04;Chamonix;1;20;0.733;NOEL Clement;0.766;MEILLARD Loic;-0.03300000000000003;-4.502046384720332;SL;R;10.69;32.0;2.66;-18.26;;;;;;M
2024-02-04;Chamonix;2;20;0.7;YULE Daniel;0.766;NEF Tanguy;-0.06600000000000006;-9.428571428571438;SL;R;10.24;46.0;3.77;-18.26;;;;;;M
2024-02-04;Chamonix;1;21;0.7;NOEL Clement;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;9.7;41.0;3.32;-14.04;;;;;;M
2024-02-04;Chamonix;2;21;0.8;YULE Daniel;0.833;NEF Tanguy;-0.03299999999999992;-4.124999999999989;SL;R;9.97;42.0;3.59;-16.17;;;;;;M
2024-02-04;Chamonix;1;22;0.433;NOEL Clement;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;9.75;13.0;0.85;-11.86;;;;;;M
2024-02-04;Chamonix;2;22;0.733;YULE Daniel;0.733;NEF Tanguy;0.0;0.0;SL;R;11.07;50.0;4.2;-14.04;;;;;;M
2024-02-04;Chamonix;1;23;0.966;NOEL Clement;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;6.18;27.0;1.81;-13.5;;;;;;M
2024-02-04;Chamonix;2;23;0.8;YULE Daniel;0.833;NEF Tanguy;-0.03299999999999992;-4.124999999999989;SL;R;9.36;32.0;2.66;-11.86;;;;;;M
2024-02-04;Chamonix;1;24;0.8;NOEL Clement;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;11.13;31.0;2.56;-11.31;;;;;;M
2024-02-04;Chamonix;2;24;1.3;YULE Daniel;1.333;NEF Tanguy;-0.03299999999999992;-2.538461538461532;SL;R;10.3;49.0;2.6;-14.57;;;;;;M
2024-02-04;Chamonix;1;25;0.933;NOEL Clement;0.933;MEILLARD Loic;0.0;0.0;SL;R;9.21;36.0;2.87;-18.78;;;;;;M
2024-02-04;Chamonix;2;25;0.366;YULE Daniel;0.433;NEF Tanguy;-0.067;-18.30601092896175;SL;R;4.72;1.0;0.07;-11.86;;;;;;M
2024-02-04;Chamonix;1;26;0.933;NOEL Clement;0.933;MEILLARD Loic;0.0;0.0;SL;R;10.52;41.0;3.46;-17.22;;;;;;M
2024-02-04;Chamonix;2;26;0.933;YULE Daniel;0.966;NEF Tanguy;-0.03299999999999992;-3.5369774919614057;SL;R;10.05;17.0;1.02;-11.86;;;;;;M
2024-02-04;Chamonix;1;27;0.966;NOEL Clement;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;10.42;49.0;4.12;-20.3;;;;;;M
2024-02-04;Chamonix;2;27;1.066;YULE Daniel;1.0;NEF Tanguy;0.06600000000000006;6.191369606003757;SL;R;5.68;10.0;0.57;-17.22;;;;;;M
2024-02-04;Chamonix;1;28;0.966;NOEL Clement;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;10.78;53.0;4.45;-18.78;;;;;;M
2024-02-04;Chamonix;2;28;0.833;YULE Daniel;0.933;NEF Tanguy;-0.10000000000000009;-12.004801920768319;SL;R;9.4;47.0;3.75;-16.7;;;;;;M
2024-02-04;Chamonix;1;29;1.0;NOEL Clement;1.0;MEILLARD Loic;0.0;0.0;SL;R;10.49;51.0;4.34;-20.3;;;;;;M
2024-02-04;Chamonix;2;29;1.0;YULE Daniel;1.066;NEF Tanguy;-0.06600000000000006;-6.600000000000006;SL;R;10.64;51.0;4.26;-19.8;;;;;;M
2024-02-04;Chamonix;1;30;0.5;NOEL Clement;0.5;MEILLARD Loic;0.0;0.0;SL;R;11.34;34.0;2.18;-19.8;;;;;;M
2024-02-04;Chamonix;2;30;0.766;YULE Daniel;0.8;NEF Tanguy;-0.03400000000000003;-4.4386422976501345;SL;R;10.41;42.0;3.42;-19.29;;;;;;M
2024-02-04;Chamonix;1;31;1.0;NOEL Clement;1.0;MEILLARD Loic;0.0;0.0;SL;R;6.24;32.0;1.97;-21.8;;;;;;M
2024-02-04;Chamonix;2;31;0.733;YULE Daniel;0.8;NEF Tanguy;-0.06700000000000006;-9.140518417462491;SL;R;10.21;44.0;3.24;-21.31;;;;;;M
2024-02-04;Chamonix;1;32;0.8;NOEL Clement;0.8;MEILLARD Loic;0.0;0.0;SL;R;10.73;48.0;3.56;-20.3;;;;;;M
2024-02-04;Chamonix;2;32;0.733;YULE Daniel;0.733;NEF Tanguy;0.0;0.0;SL;R;8.7;40.0;2.66;-19.8;;;;;;M
2024-02-04;Chamonix;1;33;0.966;NOEL Clement;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;8.44;46.0;3.44;-20.3;;;;;;M
2024-02-04;Chamonix;2;33;0.9;YULE Daniel;0.933;NEF Tanguy;-0.03300000000000003;-3.66666666666667;SL;R;8.3;37.0;2.5;-21.8;;;;;;M
2024-02-04;Chamonix;1;34;0.733;NOEL Clement;0.866;MEILLARD Loic;-0.133;-18.14461118690314;SL;R;10.59;41.0;3.46;-18.78;;;;;;M
2024-02-04;Chamonix;2;34;0.866;YULE Daniel;0.866;NEF Tanguy;0.0;0.0;SL;R;8.8;40.0;3.04;-20.81;;;;;;M
2024-02-04;Chamonix;1;35;0.866;NOEL Clement;0.933;MEILLARD Loic;-0.06700000000000006;-7.736720554272525;SL;R;10.15;45.0;3.73;-16.7;;;;;;M
2024-02-04;Chamonix;2;35;0.5;YULE Daniel;0.466;NEF Tanguy;0.033999999999999975;6.799999999999995;SL;R;10.58;50.0;4.33;-20.3;;;;;;M
2024-02-04;Chamonix;1;36;0.833;NOEL Clement;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;10.22;44.0;3.53;-12.41;;;;;;M
2024-02-04;Chamonix;2;36;0.9;YULE Daniel;0.833;NEF Tanguy;0.06700000000000006;7.444444444444451;SL;R;11.01;37.0;2.48;-15.64;;;;;;M
2024-02-04;Chamonix;1;37;0.8;NOEL Clement;0.8;MEILLARD Loic;0.0;0.0;SL;R;9.56;31.0;2.49;-16.7;;;;;;M
2024-02-04;Chamonix;2;37;0.866;YULE Daniel;0.9;NEF Tanguy;-0.03400000000000003;-3.926096997690535;SL;R;6.45;28.0;1.83;-16.7;;;;;;M
2024-02-04;Chamonix;1;38;0.766;NOEL Clement;0.766;MEILLARD Loic;0.0;0.0;SL;R;10.12;33.0;2.7;-17.22;;;;;;M
2024-02-04;Chamonix;2;38;0.766;YULE Daniel;0.8;NEF Tanguy;-0.03400000000000003;-4.4386422976501345;SL;R;10.04;41.0;3.48;-12.95;;;;;;M
2024-02-04;Chamonix;1;39;0.866;NOEL Clement;0.9;MEILLARD Loic;-0.03400000000000003;-3.926096997690535;SL;R;10.02;39.0;3.32;-16.17;;;;;;M
2024-02-04;Chamonix;2;39;0.866;YULE Daniel;0.866;NEF Tanguy;0.0;0.0;SL;R;10.58;39.0;3.4;-17.22;;;;;;M
2024-02-04;Chamonix;1;40;0.733;NOEL Clement;0.8;MEILLARD Loic;-0.06700000000000006;-9.140518417462491;SL;R;10.89;35.0;3.03;-15.64;;;;;;M
2024-02-04;Chamonix;2;40;0.833;YULE Daniel;0.9;NEF Tanguy;-0.06700000000000006;-8.043217286914773;SL;R;10.68;42.0;3.68;-15.64;;;;;;M
2024-02-04;Chamonix;1;41;0.433;NOEL Clement;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;10.2;13.0;0.84;-16.7;;;;;;M
2024-02-04;Chamonix;2;41;0.833;YULE Daniel;0.833;NEF Tanguy;0.0;0.0;SL;R;10.89;42.0;3.77;-16.7;;;;;;M
2024-02-04;Chamonix;1;42;0.866;NOEL Clement;0.966;MEILLARD Loic;-0.09999999999999998;-11.547344110854501;SL;R;6.34;20.0;1.3;-17.22;;;;;;M
2024-02-04;Chamonix;2;42;0.733;YULE Daniel;0.766;NEF Tanguy;-0.03300000000000003;-4.502046384720332;SL;R;10.92;47.0;4.06;-15.11;;;;;;M
2024-02-04;Chamonix;1;43;0.766;NOEL Clement;0.766;MEILLARD Loic;0.0;0.0;SL;R;10.03;32.0;2.72;-16.7;;;;;;M
2024-02-04;Chamonix;2;43;1.133;YULE Daniel;1.2;NEF Tanguy;-0.06699999999999995;-5.913503971756395;SL;R;10.39;40.0;3.34;-16.17;;;;;;M
2024-02-04;Chamonix;1;44;0.733;NOEL Clement;0.8;MEILLARD Loic;-0.06700000000000006;-9.140518417462491;SL;R;10.44;30.0;2.54;-15.64;;;;;;M
2024-02-04;Chamonix;2;44;0.7;YULE Daniel;0.7;NEF Tanguy;0.0;0.0;SL;R;10.09;39.0;2.13;-15.64;;;;;;M
2024-02-04;Chamonix;1;45;0.733;NOEL Clement;0.8;MEILLARD Loic;-0.06700000000000006;-9.140518417462491;SL;R;9.94;34.0;2.98;-14.57;;;;;;M
2024-02-04;Chamonix;2;45;0.666;YULE Daniel;0.733;NEF Tanguy;-0.06699999999999995;-10.060060060060051;SL;R;4.96;7.0;0.38;-16.7;;;;;;M
2024-02-04;Chamonix;1;46;1.033;NOEL Clement;1.0;MEILLARD Loic;0.03299999999999992;3.1945788964181916;SL;R;11.08;34.0;1.34;-14.04;;;;;;M
2024-02-04;Chamonix;2;46;0.733;YULE Daniel;0.7;NEF Tanguy;0.03300000000000003;4.502046384720332;SL;R;10.53;44.0;3.57;-15.11;;;;;;M
2024-02-04;Chamonix;1;47;0.366;NOEL Clement;0.4;MEILLARD Loic;-0.03400000000000003;-9.289617486338807;SL;R;4.9;12.0;0.68;-15.11;;;;;;M
2024-02-04;Chamonix;2;47;0.733;YULE Daniel;0.733;NEF Tanguy;0.0;0.0;SL;R;9.47;22.0;1.72;-14.04;;;;;;M
2024-02-04;Chamonix;1;48;0.4;NOEL Clement;0.4;MEILLARD Loic;0.0;0.0;SL;R;9.83;19.0;1.24;-13.5;;;;;;M
2024-02-04;Chamonix;2;48;0.433;YULE Daniel;0.366;NEF Tanguy;0.067;15.473441108545035;SL;R;9.25;29.0;2.37;-15.11;;;;;;M
2024-02-04;Chamonix;1;49;0.7;NOEL Clement;0.666;MEILLARD Loic;0.03399999999999992;4.857142857142846;SL;R;6.46;0.0;0.03;-13.5;;;;;;M
2024-02-04;Chamonix;2;49;0.733;YULE Daniel;0.766;NEF Tanguy;-0.03300000000000003;-4.502046384720332;SL;R;10.37;45.0;3.97;-13.5;;;;;;M
2024-02-04;Chamonix;1;50;0.7;NOEL Clement;0.733;MEILLARD Loic;-0.03300000000000003;-4.714285714285719;SL;R;6.38;9.0;0.56;-11.31;;;;;;M
2024-02-04;Chamonix;2;50;0.733;YULE Daniel;0.733;NEF Tanguy;0.0;0.0;SL;R;10.93;28.0;1.95;-13.5;;;;;;M
2024-02-04;Chamonix;1;51;0.433;NOEL Clement;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;9.54;23.0;1.9;-9.65;;;;;;M
2024-02-04;Chamonix;2;51;0.833;YULE Daniel;0.8;NEF Tanguy;0.03299999999999992;3.961584633853532;SL;R;6.53;18.0;1.19;-13.5;;;;;;M
2024-02-04;Chamonix;1;52;0.766;NOEL Clement;0.8;MEILLARD Loic;-0.03400000000000003;-4.4386422976501345;SL;R;10.05;13.0;0.9;-5.14;;;;;;M
2024-02-04;Chamonix;2;52;0.8;YULE Daniel;0.833;NEF Tanguy;-0.03299999999999992;-4.124999999999989;SL;R;9.67;29.0;2.5;-10.2;;;;;;M
2024-02-04;Chamonix;1;53;1.0;NOEL Clement;1.0;MEILLARD Loic;0.0;0.0;SL;R;6.33;17.0;1.05;-7.97;;;;;;M
2024-02-04;Chamonix;2;53;0.833;YULE Daniel;0.8;NEF Tanguy;0.03299999999999992;3.961584633853532;SL;R;10.5;41.0;3.78;-6.84;;;;;;M
2024-02-04;Chamonix;1;54;0.766;NOEL Clement;0.866;MEILLARD Loic;-0.09999999999999998;-13.054830287206261;SL;R;8.75;34.0;2.72;-16.17;;;;;;M
2024-02-04;Chamonix;2;54;0.766;YULE Daniel;0.766;NEF Tanguy;0.0;0.0;SL;R;11.1;38.0;3.3;-7.41;;;;;;M
2024-02-04;Chamonix;1;55;0.833;NOEL Clement;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;11.38;40.0;3.58;-18.78;;;;;;M
2024-02-04;Chamonix;2;55;0.433;YULE Daniel;0.4;NEF Tanguy;0.032999999999999974;7.6212471131639665;SL;R;9.78;35.0;2.88;-15.64;;;;;;M
2024-02-04;Chamonix;1;56;0.766;NOEL Clement;0.733;MEILLARD Loic;0.03300000000000003;4.308093994778071;SL;R;11.12;35.0;3.22;-18.78;;;;;;M
2024-02-04;Chamonix;2;56;0.433;YULE Daniel;0.433;NEF Tanguy;0.0;0.0;SL;R;10.26;41.0;3.39;-19.29;;;;;;M
2024-02-04;Chamonix;1;57;;NOEL Clement;;MEILLARD Loic;;;SL;R;11.64;32.0;2.95;-17.22;;;;;;M
2024-02-04;Chamonix;2;57;0.6;YULE Daniel;0.6;NEF Tanguy;0.0;0.0;SL;R;10.18;26.0;1.61;-18.26;;;;;;M
2024-02-04;Chamonix;1;58;;NOEL Clement;;MEILLARD Loic;;;SL;R;10.64;10.0;0.88;-14.57;;;;;;M
2024-02-04;Chamonix;2;58;0.666;YULE Daniel;0.633;NEF Tanguy;0.03300000000000003;4.954954954954959;SL;R;6.06;1.0;0.04;-18.78;;;;;;M
2024-02-04;Chamonix;1;59;;NOEL Clement;;MEILLARD Loic;;;SL;R;9.43;13.0;0.73;-10.76;;;;;;M
2024-02-04;Chamonix;2;59;45.682;YULE Daniel;46.713;NEF Tanguy;-1.0309999999999988;-2.2569064401733696;SL;R;6.28;9.0;0.58;-17.74;;;;;;M
2024-02-04;Chamonix;1;60;;NOEL Clement;;MEILLARD Loic;;;SL;R;5.06;;;-7.97;;;;;;M
2024-02-04;Chamonix;2;60;;YULE Daniel;;NEF Tanguy;;;SL;R;9.96;32.0;2.78;-14.57;;;;;;M
2024-02-04;Chamonix;2;61;;YULE Daniel;;NEF Tanguy;;;SL;R;10.93;14.0;0.89;-10.2;;;;;;M
2024-02-04;Chamonix;2;62;;YULE Daniel;;NEF Tanguy;;;SL;R;5.37;;;-7.97;;;;;;M
2023-11-18;Gurgl;1;1;1.033;FELLER Manuel;1.066;MEILLARD Loic;-0.03300000000000014;-3.1945788964182134;SL;R;7.78;32.0;2.19;-25.64;;;;;;M
2023-11-18;Gurgl;2;1;1.033;SCHWARZ Marco;1.033;NEF Tanguy;0.0;0.0;SL;R;7.94;34.0;2.32;-25.64;;;;;;M
2023-11-18;Gurgl;1;2;0.8;FELLER Manuel;0.733;MEILLARD Loic;0.06700000000000006;8.375000000000007;SL;R;10.41;42.0;3.27;-22.29;;;;;;M
2023-11-18;Gurgl;2;2;0.766;SCHWARZ Marco;0.8;NEF Tanguy;-0.03400000000000003;-4.4386422976501345;SL;R;10.16;33.0;2.58;-22.78;;;;;;M
2023-11-18;Gurgl;1;3;0.833;FELLER Manuel;0.833;MEILLARD Loic;0.0;0.0;SL;R;9.57;31.0;2.51;-22.29;;;;;;M
2023-11-18;Gurgl;2;3;0.766;SCHWARZ Marco;0.8;NEF Tanguy;-0.03400000000000003;-4.4386422976501345;SL;R;9.68;40.0;3.19;-23.27;;;;;;M
2023-11-18;Gurgl;1;4;0.8;FELLER Manuel;0.766;MEILLARD Loic;0.03400000000000003;4.2500000000000036;SL;R;10.53;44.0;3.8;-17.22;;;;;;M
2023-11-18;Gurgl;2;4;0.8;SCHWARZ Marco;0.833;NEF Tanguy;-0.03299999999999992;-4.124999999999989;SL;R;10.58;36.0;3.19;-19.8;;;;;;M
2023-11-18;Gurgl;1;5;0.4;FELLER Manuel;0.366;MEILLARD Loic;0.03400000000000003;8.500000000000007;SL;R;10.86;13.0;0.9;-17.74;;;;;;M
2023-11-18;Gurgl;2;5;0.833;SCHWARZ Marco;0.833;NEF Tanguy;0.0;0.0;SL;R;11.1;35.0;3.17;-16.17;;;;;;M
2023-11-18;Gurgl;1;6;0.833;FELLER Manuel;0.833;MEILLARD Loic;0.0;0.0;SL;R;6.34;20.0;1.27;-14.57;;;;;;M
2023-11-18;Gurgl;2;6;0.866;SCHWARZ Marco;0.933;NEF Tanguy;-0.06700000000000006;-7.736720554272525;SL;R;10.65;34.0;2.95;-11.86;;;;;;M
2023-11-18;Gurgl;1;7;0.9;FELLER Manuel;0.866;MEILLARD Loic;0.03400000000000003;3.7777777777777812;SL;R;9.66;41.0;3.18;-12.41;;;;;;M
2023-11-18;Gurgl;2;7;0.433;SCHWARZ Marco;0.433;NEF Tanguy;0.0;0.0;SL;R;10.28;18.0;1.08;-15.64;;;;;;M
2023-11-18;Gurgl;1;8;0.833;FELLER Manuel;0.866;MEILLARD Loic;-0.03300000000000003;-3.9615846338535454;SL;R;9.49;45.0;3.45;-17.74;;;;;;M
2023-11-18;Gurgl;2;8;0.866;SCHWARZ Marco;0.966;NEF Tanguy;-0.09999999999999998;-11.547344110854501;SL;R;5.96;19.0;1.11;-20.3;;;;;;M
2023-11-18;Gurgl;1;9;0.833;FELLER Manuel;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;9.72;40.0;3.09;-18.78;;;;;;M
2023-11-18;Gurgl;2;9;1.0;SCHWARZ Marco;0.966;NEF Tanguy;0.03400000000000003;3.400000000000003;SL;R;9.03;51.0;3.88;-20.3;;;;;;M
2023-11-18;Gurgl;1;10;0.666;FELLER Manuel;0.7;MEILLARD Loic;-0.03399999999999992;-5.105105105105093;SL;R;9.57;39.0;2.73;-22.29;;;;;;M
2023-11-18;Gurgl;2;10;0.933;SCHWARZ Marco;1.033;NEF Tanguy;-0.09999999999999987;-10.718113612004272;SL;R;10.43;54.0;4.4;-19.8;;;;;;M
2023-11-18;Gurgl;1;11;0.766;FELLER Manuel;0.8;MEILLARD Loic;-0.03400000000000003;-4.4386422976501345;SL;R;8.45;36.0;2.61;-21.31;;;;;;M
2023-11-18;Gurgl;2;11;0.866;SCHWARZ Marco;1.0;NEF Tanguy;-0.134;-15.473441108545035;SL;R;10.32;48.0;4.17;-21.31;;;;;;M
2023-11-18;Gurgl;1;12;0.7;FELLER Manuel;0.7;MEILLARD Loic;0.0;0.0;SL;R;9.8;38.0;3.07;-20.81;;;;;;M
2023-11-18;Gurgl;2;12;0.4;SCHWARZ Marco;0.433;NEF Tanguy;-0.032999999999999974;-8.249999999999993;SL;R;11.59;21.0;1.44;-17.74;;;;;;M
2023-11-18;Gurgl;1;13;0.7;FELLER Manuel;0.766;MEILLARD Loic;-0.06600000000000006;-9.428571428571438;SL;R;10.09;34.0;2.82;-15.11;;;;;;M
2023-11-18;Gurgl;2;13;0.833;SCHWARZ Marco;0.866;NEF Tanguy;-0.03300000000000003;-3.9615846338535454;SL;R;6.56;14.0;0.95;-11.86;;;;;;M
2023-11-18;Gurgl;1;14;0.433;FELLER Manuel;0.4;MEILLARD Loic;0.032999999999999974;7.6212471131639665;SL;R;9.88;23.0;1.47;-10.76;;;;;;M
2023-11-18;Gurgl;2;14;1.0;SCHWARZ Marco;0.933;NEF Tanguy;0.06699999999999995;6.699999999999995;SL;R;9.58;33.0;2.76;-8.53;;;;;;M
2023-11-18;Gurgl;1;15;1.033;FELLER Manuel;1.0;MEILLARD Loic;0.03299999999999992;3.1945788964181916;SL;R;6.23;21.0;1.36;-7.97;;;;;;M
2023-11-18;Gurgl;2;15;1.1;SCHWARZ Marco;1.066;NEF Tanguy;0.03400000000000003;3.0909090909090935;SL;R;10.15;50.0;4.05;-10.76;;;;;;M
2023-11-18;Gurgl;1;16;0.966;FELLER Manuel;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;9.52;35.0;2.73;-12.95;;;;;;M
2023-11-18;Gurgl;2;16;1.1;SCHWARZ Marco;1.1;NEF Tanguy;0.0;0.0;SL;R;9.87;50.0;3.9;-19.8;;;;;;M
2023-11-18;Gurgl;1;17;0.833;FELLER Manuel;0.9;MEILLARD Loic;-0.06700000000000006;-8.043217286914773;SL;R;9.58;40.0;2.87;-22.29;;;;;;M
2023-11-18;Gurgl;2;17;1.066;SCHWARZ Marco;1.133;NEF Tanguy;-0.06699999999999995;-6.285178236397744;SL;R;10.86;49.0;4.27;-26.1;;;;;;M
2023-11-18;Gurgl;1;18;0.966;FELLER Manuel;0.966;MEILLARD Loic;0.0;0.0;SL;R;9.18;50.0;3.59;-26.57;;;;;;M
2023-11-18;Gurgl;2;18;1.1;SCHWARZ Marco;0.966;NEF Tanguy;0.13400000000000012;12.181818181818192;SL;R;11.89;46.0;3.9;-19.8;;;;;;M
2023-11-18;Gurgl;1;19;0.933;FELLER Manuel;0.966;MEILLARD Loic;-0.03299999999999992;-3.5369774919614057;SL;R;9.91;47.0;3.56;-21.31;;;;;;M
2023-11-18;Gurgl;2;19;1.133;SCHWARZ Marco;1.133;NEF Tanguy;0.0;0.0;SL;R;10.0;52.0;4.15;-22.78;;;;;;M
2023-11-18;Gurgl;1;20;1.033;FELLER Manuel;1.0;MEILLARD Loic;0.03299999999999992;3.1945788964181916;SL;R;9.57;48.0;3.57;-22.29;;;;;;M
2023-11-18;Gurgl;2;20;1.1;SCHWARZ Marco;1.1;NEF Tanguy;0.0;0.0;SL;R;10.9;46.0;3.81;-21.8;;;;;;M
2023-11-18;Gurgl;1;21;0.933;FELLER Manuel;1.0;MEILLARD Loic;-0.06699999999999995;-7.181136120042867;SL;R;9.63;51.0;3.71;-20.81;;;;;;M
2023-11-18;Gurgl;2;21;1.066;SCHWARZ Marco;0.966;NEF Tanguy;0.10000000000000009;9.380863039399632;SL;R;11.17;50.0;4.05;-27.02;;;;;;M
2023-11-18;Gurgl;1;22;1.1;FELLER Manuel;1.066;MEILLARD Loic;0.03400000000000003;3.0909090909090935;SL;R;9.66;59.0;4.33;-25.64;;;;;;M
2023-11-18;Gurgl;2;22;1.033;SCHWARZ Marco;1.0;NEF Tanguy;0.03299999999999992;3.1945788964181916;SL;R;10.83;52.0;4.13;-24.7;;;;;;M
2023-11-18;Gurgl;1;23;1.033;FELLER Manuel;0.966;MEILLARD Loic;0.06699999999999995;6.485963213939976;SL;R;10.14;53.0;3.97;-23.27;;;;;;M
2023-11-18;Gurgl;2;23;0.966;SCHWARZ Marco;0.9;NEF Tanguy;0.06599999999999995;6.832298136645957;SL;R;10.47;49.0;3.75;-25.64;;;;;;M
2023-11-18;Gurgl;1;24;1.066;FELLER Manuel;1.033;MEILLARD Loic;0.03300000000000014;3.0956848030018893;SL;R;9.69;53.0;3.99;-25.17;;;;;;M
2023-11-18;Gurgl;2;24;0.9;SCHWARZ Marco;0.933;NEF Tanguy;-0.03300000000000003;-3.66666666666667;SL;R;10.14;44.0;3.31;-26.1;;;;;;M
2023-11-18;Gurgl;1;25;0.966;FELLER Manuel;1.033;MEILLARD Loic;-0.06699999999999995;-6.935817805383018;SL;R;10.36;49.0;3.83;-24.23;;;;;;M
2023-11-18;Gurgl;2;25;0.933;SCHWARZ Marco;0.966;NEF Tanguy;-0.03299999999999992;-3.5369774919614057;SL;R;10.12;43.0;3.4;-24.7;;;;;;M
2023-11-18;Gurgl;1;26;0.966;FELLER Manuel;1.0;MEILLARD Loic;-0.03400000000000003;-3.5196687370600444;SL;R;10.31;54.0;4.16;-25.17;;;;;;M
2023-11-18;Gurgl;2;26;0.466;SCHWARZ Marco;0.466;NEF Tanguy;0.0;0.0;SL;R;10.95;22.0;1.35;-24.7;;;;;;M
2023-11-18;Gurgl;1;27;0.7;FELLER Manuel;0.566;MEILLARD Loic;0.134;19.142857142857146;SL;R;10.05;43.0;2.58;-23.27;;;;;;M
2023-11-18;Gurgl;2;27;0.933;SCHWARZ Marco;0.933;NEF Tanguy;0.0;0.0;SL;R;6.3;23.0;1.38;-23.27;;;;;;M
